book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
18423,The Left Hand of Darkness,"Ursula K. Le Guin, Lech Jęczmyk",1969,eng,4.05,61888,the left hand of darkness,"ursula k. le guin, lech jęczmyk",to-read science-fiction sci-fi fiction sf favorites currently-reading fantasy scifi owned,0,"the left hand of darkness ursula k. le guin, lech jęczmyk to-read science-fiction sci-fi fiction sf favorites currently-reading fantasy scifi owned"
3213286,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",2008,eng,3.84,57632,let it snow: three holiday romances,"john green, maureen johnson, lauren myracle",romance favorites contemporary to-read owned christmas short-stories john-green fiction owned-books,0,"let it snow: three holiday romances john green, maureen johnson, lauren myracle romance favorites contemporary to-read owned christmas short-stories john-green fiction owned-books"
7912007,"Full Dark, No Stars",Stephen King,2010,en-US,4.03,60672,"full dark, no stars",stephen king,to-read horror stephen-king fiction short-stories currently-reading favorites owned books-i-own thriller,0,"full dark, no stars stephen king to-read horror stephen-king fiction short-stories currently-reading favorites owned books-i-own thriller"
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,2014,eng,4.4,56510,being mortal: medicine and what matters in the end,atul gawande,to-read currently-reading non-fiction nonfiction medicine science favorites health medical book-club,0,being mortal: medicine and what matters in the end atul gawande to-read currently-reading non-fiction nonfiction medicine science favorites health medical book-club
32439,Intensity,Dean Koontz,1987,eng,4.04,58062,intensity,dean koontz,to-read currently-reading favorites horror dean-koontz thriller fiction suspense mystery books-i-own,0,intensity dean koontz to-read currently-reading favorites horror dean-koontz thriller fiction suspense mystery books-i-own
6472246,Chelsea Chelsea Bang Bang,Chelsea Handler,2010,en-US,3.81,55355,chelsea chelsea bang bang,chelsea handler,to-read currently-reading humor non-fiction memoir comedy nonfiction favorites memoirs biography,0,chelsea chelsea bang bang chelsea handler to-read currently-reading humor non-fiction memoir comedy nonfiction favorites memoirs biography
37793,A Doll's House,"Henrik Ibsen, Michael   Meyer",1879,eng,3.69,69450,a doll's house,"henrik ibsen, michael meyer",plays drama fiction to-read favorites play classic theatre feminism read-for-school,0,"a doll's house henrik ibsen, michael meyer plays drama fiction to-read favorites play classic theatre feminism read-for-school"
12658,Hawaii,James A. Michener,1959,en-GB,4.18,59963,hawaii,james a. michener,to-read currently-reading historical-fiction fiction favorites historical hawaii history classics owned,0,hawaii james a. michener to-read currently-reading historical-fiction fiction favorites historical hawaii history classics owned
48328,Revolutionary Road,Richard Yates,1961,eng,3.89,56550,revolutionary road,richard yates,to-read fiction currently-reading favorites classics books-i-own owned book-club historical-fiction favourites,0,revolutionary road richard yates to-read fiction currently-reading favorites classics books-i-own owned book-club historical-fiction favourites
25373,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",2006,en-US,3.73,60372,nick & norah's infinite playlist,"rachel cohn, david levithan",to-read young-adult ya romance favorites currently-reading contemporary fiction music books-i-own,0,"nick & norah's infinite playlist rachel cohn, david levithan to-read young-adult ya romance favorites currently-reading contemporary fiction music books-i-own"
18545,Rosencrantz and Guildenstern Are Dead,"Tom Stoppard, Henry Popkin",1966,eng,4.06,67077,rosencrantz and guildenstern are dead,"tom stoppard, henry popkin",to-read plays favorites drama fiction classics play currently-reading theatre humor,0,"rosencrantz and guildenstern are dead tom stoppard, henry popkin to-read plays favorites drama fiction classics play currently-reading theatre humor"
9409458,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,2011,eng,3.91,85034,"forever (the wolves of mercy falls, #3)",maggie stiefvater,to-read young-adult favorites fantasy currently-reading ya paranormal romance werewolves books-i-own,0,"forever (the wolves of mercy falls, #3) maggie stiefvater to-read young-adult favorites fantasy currently-reading ya paranormal romance werewolves books-i-own"
607639,The Beach,Alex Garland,1996,eng,3.91,52333,the beach,alex garland,to-read fiction currently-reading favorites travel adventure thriller owned contemporary books-i-own,0,the beach alex garland to-read fiction currently-reading favorites travel adventure thriller owned contemporary books-i-own
6617928,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",2010,eng,3.92,54341,saving ceecee honeycutt,"beth hoffman, jenna lamia",to-read audio currently-reading fiction book-club audio-books kindle favorites audio-book friendship,0,"saving ceecee honeycutt beth hoffman, jenna lamia to-read audio currently-reading fiction book-club audio-books kindle favorites audio-book friendship"
10407279,"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,2012,eng,3.65,65932,"deadlocked (sookie stackhouse, #12)",charlaine harris,to-read fantasy vampires currently-reading paranormal urban-fantasy vampire fiction charlaine-harris series,0,"deadlocked (sookie stackhouse, #12) charlaine harris to-read fantasy vampires currently-reading paranormal urban-fantasy vampire fiction charlaine-harris series"
10579,Everything's Eventual: 14 Dark Tales,Stephen King,2002,eng,3.94,60932,everything's eventual: 14 dark tales,stephen king,to-read horror currently-reading short-stories fiction owned books-i-own favorites king default,0,everything's eventual: 14 dark tales stephen king to-read horror currently-reading short-stories fiction owned books-i-own favorites king default
91244,"Beezus and Ramona (Ramona, #1)",Beverly Cleary,1955,unknown,3.97,75987,"beezus and ramona (ramona, #1)",beverly cleary,to-read childrens children fiction children-s-books currently-reading children-s childhood kids childhood-favorites,0,"beezus and ramona (ramona, #1) beverly cleary to-read childrens children fiction children-s-books currently-reading children-s childhood kids childhood-favorites"
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,1972,unknown,4.11,65626,"the farthest shore (earthsea cycle, #3)",ursula k. le guin,to-read fantasy fiction young-adult owned currently-reading ya sci-fi-fantasy series high-fantasy,0,"the farthest shore (earthsea cycle, #3) ursula k. le guin to-read fantasy fiction young-adult owned currently-reading ya sci-fi-fantasy series high-fantasy"
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,1982,en-US,4.17,62432,"magician: apprentice (the riftwar saga, #1)",raymond e. feist,to-read fantasy currently-reading favorites owned epic-fantasy high-fantasy default sci-fi-fantasy magic,0,"magician: apprentice (the riftwar saga, #1) raymond e. feist to-read fantasy currently-reading favorites owned epic-fantasy high-fantasy default sci-fi-fantasy magic"
854757,Bet Me,Jennifer Crusie,2004,eng,3.95,70737,bet me,jennifer crusie,to-read romance chick-lit favorites contemporary-romance contemporary currently-reading fiction humor funny,0,bet me jennifer crusie to-read romance chick-lit favorites contemporary-romance contemporary currently-reading fiction humor funny
318431,Long Walk to Freedom,Nelson Mandela,1994,eng,4.31,43927,long walk to freedom,nelson mandela,to-read history currently-reading africa favorites nonfiction non-fiction politics memoir biography,0,long walk to freedom nelson mandela to-read history currently-reading africa favorites nonfiction non-fiction politics memoir biography
20707959,Gray Mountain,John Grisham,2014,eng,3.52,37379,gray mountain,john grisham,currently-reading fiction john-grisham to-read mystery thriller grisham legal-thriller audio audiobook,0,gray mountain john grisham currently-reading fiction john-grisham to-read mystery thriller grisham legal-thriller audio audiobook
29999,The Maltese Falcon,Dashiell Hammett,1930,eng,3.92,58742,the maltese falcon,dashiell hammett,to-read mystery fiction classics currently-reading crime noir favorites classic detective,0,the maltese falcon dashiell hammett to-read mystery fiction classics currently-reading crime noir favorites classic detective
8949352,Night Road,Kristin Hannah,2011,en-US,4.17,58028,night road,kristin hannah,to-read favorites fiction currently-reading chick-lit book-club books-i-own romance contemporary owned,0,night road kristin hannah to-read favorites fiction currently-reading chick-lit book-club books-i-own romance contemporary owned
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,1999,eng,4.07,55251,"tripwire (jack reacher, #3)",lee child,to-read currently-reading thriller lee-child fiction mystery jack-reacher crime reacher action,0,"tripwire (jack reacher, #3) lee child to-read currently-reading thriller lee-child fiction mystery jack-reacher crime reacher action"
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,1995,eng,3.98,47661,emotional intelligence: why it can matter more than iq,daniel goleman,to-read currently-reading self-help business nonfiction non-fiction science personal-development self-improvement favorites,0,emotional intelligence: why it can matter more than iq daniel goleman to-read currently-reading self-help business nonfiction non-fiction science personal-development self-improvement favorites
6585201,"Changes (The Dresden Files, #12)",Jim Butcher,2010,eng,4.54,66402,"changes (the dresden files, #12)",jim butcher,to-read urban-fantasy fantasy favorites dresden-files fiction currently-reading mystery paranormal jim-butcher,0,"changes (the dresden files, #12) jim butcher to-read urban-fantasy fantasy favorites dresden-files fiction currently-reading mystery paranormal jim-butcher"
773951,The Story of Ferdinand,"Munro Leaf, Robert Lawson",1936,unknown,4.35,70961,the story of ferdinand,"munro leaf, robert lawson",to-read picture-books childrens children-s-books children children-s favorites kids classics childrens-books,0,"the story of ferdinand munro leaf, robert lawson to-read picture-books childrens children-s-books children children-s favorites kids classics childrens-books"
270805,"Impulse (Impulse, #1)",Ellen Hopkins,2007,en-US,4.29,59804,"impulse (impulse, #1)",ellen hopkins,to-read currently-reading favorites young-adult poetry ya books-i-own fiction ellen-hopkins series,0,"impulse (impulse, #1) ellen hopkins to-read currently-reading favorites young-adult poetry ya books-i-own fiction ellen-hopkins series"
86663,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,2004,en-US,4.13,76052,"ten big ones (stephanie plum, #10)",janet evanovich,to-read mystery janet-evanovich fiction series humor stephanie-plum chick-lit currently-reading romance,0,"ten big ones (stephanie plum, #10) janet evanovich to-read mystery janet-evanovich fiction series humor stephanie-plum chick-lit currently-reading romance"
32506,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,1996,eng,4.19,56191,"the poet (jack mcevoy, #1; harry bosch universe, #5)",michael connelly,to-read mystery currently-reading crime fiction thriller favorites michael-connelly mystery-thriller series,0,"the poet (jack mcevoy, #1; harry bosch universe, #5) michael connelly to-read mystery currently-reading crime fiction thriller favorites michael-connelly mystery-thriller series"
7719245,"Paranormalcy (Paranormalcy, #1)",Kiersten White,2010,eng,3.91,79959,"paranormalcy (paranormalcy, #1)",kiersten white,to-read young-adult paranormal fantasy favorites ya currently-reading vampires romance series,0,"paranormalcy (paranormalcy, #1) kiersten white to-read young-adult paranormal fantasy favorites ya currently-reading vampires romance series"
7351574,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",Mark Cotta Vaz,2010,en-US,4.44,50084,"eclipse: the complete illustrated movie companion (the twilight saga: the official illustrated movie companion, #3)",mark cotta vaz,to-read currently-reading twilight vampires young-adult non-fiction owned fantasy owned-books romance,0,"eclipse: the complete illustrated movie companion (the twilight saga: the official illustrated movie companion, #3) mark cotta vaz to-read currently-reading twilight vampires young-adult non-fiction owned fantasy owned-books romance"
13127599,The Shoemaker's Wife,Adriana Trigiani,2012,eng,3.98,53378,the shoemaker's wife,adriana trigiani,to-read historical-fiction fiction book-club currently-reading favorites romance kindle historical italy,0,the shoemaker's wife adriana trigiani to-read historical-fiction fiction book-club currently-reading favorites romance kindle historical italy
784911,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,2006,unknown,4.16,79266,"rise of the evening star (fablehaven, #2)",brandon mull,to-read favorites young-adult fantasy fiction currently-reading books-i-own fablehaven series ya,0,"rise of the evening star (fablehaven, #2) brandon mull to-read favorites young-adult fantasy fiction currently-reading books-i-own fablehaven series ya"
10305231,"The Next Always (Inn BoonsBoro, #1)","Nora Roberts, MacLeod Andrews",2011,unknown,4.11,54777,"the next always (inn boonsboro, #1)","nora roberts, macleod andrews",romance currently-reading nora-roberts to-read contemporary-romance fiction contemporary ebook default books-i-own,0,"the next always (inn boonsboro, #1) nora roberts, macleod andrews romance currently-reading nora-roberts to-read contemporary-romance fiction contemporary ebook default books-i-own"
2195464,What I Talk About When I Talk About Running,"Haruki Murakami, Philip Gabriel",2007,eng,3.79,49344,what i talk about when i talk about running,"haruki murakami, philip gabriel",to-read currently-reading non-fiction memoir running nonfiction favorites biography japan murakami,0,"what i talk about when i talk about running haruki murakami, philip gabriel to-read currently-reading non-fiction memoir running nonfiction favorites biography japan murakami"
8680278,"We'll Always Have Summer (Summer, #3)",Jenny Han,2011,en-US,4.17,68112,"we'll always have summer (summer, #3)",jenny han,to-read favorites young-adult romance currently-reading contemporary ya books-i-own series owned,0,"we'll always have summer (summer, #3) jenny han to-read favorites young-adult romance currently-reading contemporary ya books-i-own series owned"
6480781,Open,"Andre Agassi, J.R. Moehringer",2009,eng,4.18,47185,open,"andre agassi, j.r. moehringer",to-read non-fiction currently-reading memoir autobiography biographies biography nonfiction sport favorites,0,"open andre agassi, j.r. moehringer to-read non-fiction currently-reading memoir autobiography biographies biography nonfiction sport favorites"
136782,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,2000,eng,3.97,67602,"stormbreaker (alex rider, #1)",anthony horowitz,to-read young-adult currently-reading favorites adventure ya mystery fiction alex-rider series,0,"stormbreaker (alex rider, #1) anthony horowitz to-read young-adult currently-reading favorites adventure ya mystery fiction alex-rider series"
21745,"Without Fail (Jack Reacher, #6)","Lee Child, Dick Hill",2002,eng,4.16,53411,"without fail (jack reacher, #6)","lee child, dick hill",to-read currently-reading thriller lee-child fiction jack-reacher mystery crime reacher suspense,0,"without fail (jack reacher, #6) lee child, dick hill to-read currently-reading thriller lee-child fiction jack-reacher mystery crime reacher suspense"
95617,"A Voice in the Wind (Mark of the Lion, #1)","Francine Rivers, Richard Ferrone",1993,en-US,4.6,55556,"a voice in the wind (mark of the lion, #1)","francine rivers, richard ferrone",to-read currently-reading christian fiction romance historical francine-rivers books-i-own series book-club,0,"a voice in the wind (mark of the lion, #1) francine rivers, richard ferrone to-read currently-reading christian fiction romance historical francine-rivers books-i-own series book-club"
8726744,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",Stephenie Meyer,2005,eng,4.31,56827,"the twilight saga complete collection (twilight, #1-4 + 3.5)",stephenie meyer,to-read fantasy currently-reading twilight vampire paranormal-romance supernatural werewolves favourites teen,0,"the twilight saga complete collection (twilight, #1-4 + 3.5) stephenie meyer to-read fantasy currently-reading twilight vampire paranormal-romance supernatural werewolves favourites teen"
14817,A Scanner Darkly,Philip K. Dick,1977,eng,4.04,54014,a scanner darkly,philip k. dick,to-read fiction sci-fi science-fiction favorites currently-reading scifi owned dystopia sf,0,a scanner darkly philip k. dick to-read fiction sci-fi science-fiction favorites currently-reading scifi owned dystopia sf
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,2008,unknown,3.95,55889,drive: the surprising truth about what motivates us,daniel h. pink,currently-reading to-read non-fiction business psychology nonfiction leadership self-help self-improvement personal-development,0,drive: the surprising truth about what motivates us daniel h. pink currently-reading to-read non-fiction business psychology nonfiction leadership self-help self-improvement personal-development
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,eng,3.76,50112,a connecticut yankee in king arthur's court,mark twain,classics currently-reading fantasy classic historical-fiction to-read favorites humor owned time-travel,0,a connecticut yankee in king arthur's court mark twain classics currently-reading fantasy classic historical-fiction to-read favorites humor owned time-travel
106069,Batman: The Long Halloween,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,eng,4.29,54781,batman: the long halloween,"jeph loeb, tim sale, gregory wright, richard starkings",to-read comics graphic-novels favorites graphic-novel batman cómics currently-reading fiction dc,0,"batman: the long halloween jeph loeb, tim sale, gregory wright, richard starkings to-read comics graphic-novels favorites graphic-novel batman cómics currently-reading fiction dc"
298275,Nausea,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,eng,3.91,50876,nausea,"jean-paul sartre, lloyd alexander, hayden carruth",philosophy fiction favorites to-read classics french existentialism literature owned french-literature,0,"nausea jean-paul sartre, lloyd alexander, hayden carruth philosophy fiction favorites to-read classics french existentialism literature owned french-literature"
5217282,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,2009,eng,4.35,60744,"secrets of the dragon sanctuary (fablehaven, #4)",brandon mull,to-read fantasy favorites currently-reading young-adult books-i-own series ya owned magic,0,"secrets of the dragon sanctuary (fablehaven, #4) brandon mull to-read fantasy favorites currently-reading young-adult books-i-own series ya owned magic"
12287209,"Wool (Wool, #1)",Hugh Howey,2011,eng,4.12,59191,"wool (wool, #1)",hugh howey,to-read currently-reading science-fiction sci-fi fiction dystopian dystopia kindle favorites post-apocalyptic,0,"wool (wool, #1) hugh howey to-read currently-reading science-fiction sci-fi fiction dystopian dystopia kindle favorites post-apocalyptic"
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,1970,eng,4.07,61457,"the tombs of atuan (earthsea cycle, #2)",ursula k. le guin,fantasy to-read fiction favorites young-adult currently-reading owned ya sci-fi-fantasy series,0,"the tombs of atuan (earthsea cycle, #2) ursula k. le guin fantasy to-read fiction favorites young-adult currently-reading owned ya sci-fi-fantasy series"
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,2009,en-US,4.45,64089,"turn coat (the dresden files, #11)",jim butcher,to-read fantasy urban-fantasy fiction favorites dresden-files mystery currently-reading paranormal jim-butcher,0,"turn coat (the dresden files, #11) jim butcher to-read fantasy urban-fantasy fiction favorites dresden-files mystery currently-reading paranormal jim-butcher"
608474,The Sign of Four,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,eng,3.96,60469,the sign of four,"arthur conan doyle, peter ackroyd, ed glinert",currently-reading classics mystery to-read fiction crime sherlock-holmes classic favorites detective,0,"the sign of four arthur conan doyle, peter ackroyd, ed glinert currently-reading classics mystery to-read fiction crime sherlock-holmes classic favorites detective"
967494,The Mitten,Jan Brett,1929,eng,4.23,66701,the mitten,jan brett,to-read picture-books childrens children-s-books children children-s childrens-books picture-book animals kids,0,the mitten jan brett to-read picture-books childrens children-s-books children children-s childrens-books picture-book animals kids
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,1995,eng,3.73,62641,"memnoch the devil (the vampire chronicles, #5)",anne rice,horror vampires fantasy fiction anne-rice to-read currently-reading favorites vampire paranormal,0,"memnoch the devil (the vampire chronicles, #5) anne rice horror vampires fantasy fiction anne-rice to-read currently-reading favorites vampire paranormal"
2402971,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,2008,eng,4.09,67539,"the magician (the secrets of the immortal nicholas flamel, #2)",michael scott,to-read fantasy currently-reading young-adult favorites ya fiction magic series mythology,0,"the magician (the secrets of the immortal nicholas flamel, #2) michael scott to-read fantasy currently-reading young-adult favorites ya fiction magic series mythology"
766955,"Click, Clack, Moo: Cows That Type","Doreen Cronin, Betsy Lewin",1999,eng,4.23,67171,"click, clack, moo: cows that type","doreen cronin, betsy lewin",picture-books to-read children-s-books childrens children children-s picture-book kids animals childrens-books,0,"click, clack, moo: cows that type doreen cronin, betsy lewin picture-books to-read children-s-books childrens children children-s picture-book kids animals childrens-books"
1412138,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,2008,en-US,4.36,83051,"iron kissed (mercy thompson, #3)",patricia briggs,to-read urban-fantasy fantasy paranormal favorites werewolves vampires romance paranormal-romance patricia-briggs,0,"iron kissed (mercy thompson, #3) patricia briggs to-read urban-fantasy fantasy paranormal favorites werewolves vampires romance paranormal-romance patricia-briggs"
9378297,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,2011,en-US,3.96,72732,"anna dressed in blood (anna, #1)",kendare blake,to-read young-adult horror favorites paranormal currently-reading ya fantasy ghosts romance,0,"anna dressed in blood (anna, #1) kendare blake to-read young-adult horror favorites paranormal currently-reading ya fantasy ghosts romance"
253058,"Temple of the Winds (Sword of Truth, #4)","Terry Goodkind, Dick Hill",1997,unknown,4.03,57476,"temple of the winds (sword of truth, #4)","terry goodkind, dick hill",to-read fantasy currently-reading fiction sword-of-truth favorites owned epic-fantasy terry-goodkind default,0,"temple of the winds (sword of truth, #4) terry goodkind, dick hill to-read fantasy currently-reading fiction sword-of-truth favorites owned epic-fantasy terry-goodkind default"
310146,The True Confessions of Charlotte Doyle,Avi,1990,eng,3.81,67608,the true confessions of charlotte doyle,avi,to-read historical-fiction young-adult favorites fiction ya currently-reading adventure historical childrens,0,the true confessions of charlotte doyle avi to-read historical-fiction young-adult favorites fiction ya currently-reading adventure historical childrens
4929705,A Reliable Wife,Robert Goolrick,2009,en-US,3.25,58348,a reliable wife,robert goolrick,fiction to-read historical-fiction currently-reading book-club historical favorites mystery books-i-own romance,0,a reliable wife robert goolrick fiction to-read historical-fiction currently-reading book-club historical favorites mystery books-i-own romance
248596,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,eng,3.95,64813,"something wicked this way comes (green town, #2)",ray bradbury,to-read horror fantasy fiction classics favorites science-fiction sci-fi owned young-adult,0,"something wicked this way comes (green town, #2) ray bradbury to-read horror fantasy fiction classics favorites science-fiction sci-fi owned young-adult"
11334,Song of Solomon,Toni Morrison,1977,eng,4.01,59756,song of solomon,toni morrison,to-read fiction currently-reading favorites classics african-american literature owned historical-fiction books-i-own,0,song of solomon toni morrison to-read fiction currently-reading favorites classics african-american literature owned historical-fiction books-i-own
318525,Red Storm Rising,Tom Clancy,1986,unknown,4.14,54930,red storm rising,tom clancy,to-read fiction thriller currently-reading tom-clancy favorites military owned war default,0,red storm rising tom clancy to-read fiction thriller currently-reading tom-clancy favorites military owned war default
227571,Peace Like a River,Leif Enger,2001,en-US,3.98,59642,peace like a river,leif enger,to-read fiction currently-reading favorites book-club historical-fiction bookclub books-i-own book-group adult-fiction,0,peace like a river leif enger to-read fiction currently-reading favorites book-club historical-fiction bookclub books-i-own book-group adult-fiction
22285,Rant,Chuck Palahniuk,2007,en-US,3.82,49255,rant,chuck palahniuk,to-read fiction favorites owned books-i-own science-fiction chuck-palahniuk contemporary sci-fi horror,0,rant chuck palahniuk to-read fiction favorites owned books-i-own science-fiction chuck-palahniuk contemporary sci-fi horror
7704143,تراب الماس,أحمد مراد,2010,ara,4.09,43016,تراب الماس,أحمد مراد,to-read favorites روايات novels احمد-مراد أحمد-مراد owned تراب-الماس arabic arabic-novels,0,تراب الماس أحمد مراد to-read favorites روايات novels احمد-مراد أحمد-مراد owned تراب-الماس arabic arabic-novels
505304,The Poky Little Puppy (A Little Golden Book),"Janette Sebring Lowrey, Gustaf Tenggren",1942,eng,4.08,62571,the poky little puppy (a little golden book),"janette sebring lowrey, gustaf tenggren",to-read childrens picture-books children-s-books children children-s kids childrens-books kids-books fiction,0,"the poky little puppy (a little golden book) janette sebring lowrey, gustaf tenggren to-read childrens picture-books children-s-books children children-s kids childrens-books kids-books fiction"
37677,The Call of the Wild/White Fang,Jack London,1906,eng,4.08,61126,the call of the wild/white fang,jack london,to-read classics fiction currently-reading favorites classic owned adventure books-i-own animals,0,the call of the wild/white fang jack london to-read classics fiction currently-reading favorites classic owned adventure books-i-own animals
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,2014,eng,4.44,83767,"ignite me (shatter me, #3)",tahereh mafi,to-read favorites dystopian young-adult dystopia books-i-own currently-reading romance fantasy ya,0,"ignite me (shatter me, #3) tahereh mafi to-read favorites dystopian young-adult dystopia books-i-own currently-reading romance fantasy ya"
568645,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter,2007,en-US,4.13,69733,"cross my heart and hope to spy (gallagher girls, #2)",ally carter,favorites to-read young-adult ya currently-reading romance series mystery books-i-own spy,0,"cross my heart and hope to spy (gallagher girls, #2) ally carter favorites to-read young-adult ya currently-reading romance series mystery books-i-own spy"
285205,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,2007,eng,4.31,84677,"blood bound (mercy thompson, #2)",patricia briggs,to-read urban-fantasy fantasy paranormal favorites vampires werewolves romance paranormal-romance currently-reading,0,"blood bound (mercy thompson, #2) patricia briggs to-read urban-fantasy fantasy paranormal favorites vampires werewolves romance paranormal-romance currently-reading"
12216302,"Cold Days (The Dresden Files, #14)",Jim Butcher,2012,en-US,4.51,57779,"cold days (the dresden files, #14)",jim butcher,to-read fantasy urban-fantasy currently-reading favorites fiction dresden-files mystery paranormal magic,0,"cold days (the dresden files, #14) jim butcher to-read fantasy urban-fantasy currently-reading favorites fiction dresden-files mystery paranormal magic"
17204,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",Kate Jacobs,2006,eng,3.41,60812,"the friday night knitting club (friday night knitting club, #1)",kate jacobs,to-read fiction chick-lit currently-reading audio book-club knitting owned book-club-books books-i-own,0,"the friday night knitting club (friday night knitting club, #1) kate jacobs to-read fiction chick-lit currently-reading audio book-club knitting owned book-club-books books-i-own"
38743,All Things Bright and Beautiful (All Creatures Great and Small),James Herriot,1973,en-US,4.3,57626,all things bright and beautiful (all creatures great and small),james herriot,to-read non-fiction animals currently-reading favorites memoir nonfiction biography fiction classics,0,all things bright and beautiful (all creatures great and small) james herriot to-read non-fiction animals currently-reading favorites memoir nonfiction biography fiction classics
18297707,"Tangled (Tangled, #1)",Emma Chase,2013,eng,4.12,59705,"tangled (tangled, #1)",emma chase,to-read favorites romance currently-reading contemporary contemporary-romance new-adult funny series adult,0,"tangled (tangled, #1) emma chase to-read favorites romance currently-reading contemporary contemporary-romance new-adult funny series adult"
530965,The Day of the Triffids,John Wyndham,1951,eng,4.0,58945,the day of the triffids,john wyndham,to-read science-fiction sci-fi fiction currently-reading classics favorites horror post-apocalyptic scifi,0,the day of the triffids john wyndham to-read science-fiction sci-fi fiction currently-reading classics favorites horror post-apocalyptic scifi
9850443,The Sisters Brothers,"Patrick deWitt, Marcelo Barbão",2011,eng,3.83,51694,the sisters brothers,"patrick dewitt, marcelo barbão",to-read fiction historical-fiction western favorites book-club currently-reading historical kindle canadian,0,"the sisters brothers patrick dewitt, marcelo barbão to-read fiction historical-fiction western favorites book-club currently-reading historical kindle canadian"
6905012,Secret Daughter,Shilpi Somaya Gowda,2010,en-US,3.97,52734,secret daughter,shilpi somaya gowda,to-read currently-reading fiction book-club favorites india contemporary adoption books-i-own bookclub,0,secret daughter shilpi somaya gowda to-read currently-reading fiction book-club favorites india contemporary adoption books-i-own bookclub
68591,Brida,"Paulo Coelho, Montserrat Mira",1990,por,3.46,45905,brida,"paulo coelho, montserrat mira",to-read currently-reading fiction paulo-coelho favorites owned books-i-own fantasy philosophy novel,0,"brida paulo coelho, montserrat mira to-read currently-reading fiction paulo-coelho favorites owned books-i-own fantasy philosophy novel"
18521,A Room of One's Own,Virginia Woolf,1929,eng,4.1,59868,a room of one's own,virginia woolf,to-read classics non-fiction feminism favorites nonfiction essays currently-reading fiction books-i-own,0,a room of one's own virginia woolf to-read classics non-fiction feminism favorites nonfiction essays currently-reading fiction books-i-own
1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,2009,eng,4.22,55948,"warbreaker (warbreaker, #1)",brandon sanderson,to-read fantasy favorites currently-reading fiction brandon-sanderson owned epic-fantasy cosmere high-fantasy,0,"warbreaker (warbreaker, #1) brandon sanderson to-read fantasy favorites currently-reading fiction brandon-sanderson owned epic-fantasy cosmere high-fantasy"
42038,Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones",1592,en-US,4.24,58291,shakespeare's sonnets,"william shakespeare, katherine duncan-jones",to-read poetry classics currently-reading shakespeare favorites classic owned books-i-own literature,0,"shakespeare's sonnets william shakespeare, katherine duncan-jones to-read poetry classics currently-reading shakespeare favorites classic owned books-i-own literature"
8492856,What Happened to Goodbye,Sarah Dessen,2011,eng,3.97,69636,what happened to goodbye,sarah dessen,to-read young-adult currently-reading favorites ya romance contemporary books-i-own sarah-dessen chick-lit,0,what happened to goodbye sarah dessen to-read young-adult currently-reading favorites ya romance contemporary books-i-own sarah-dessen chick-lit
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,2015,eng,4.46,90202,"six of crows (six of crows, #1)",leigh bardugo,to-read currently-reading fantasy favorites young-adult ya books-i-own favourites owned series,0,"six of crows (six of crows, #1) leigh bardugo to-read currently-reading fantasy favorites young-adult ya books-i-own favourites owned series"
